Source (A)	Source (B)	Source (C)	posemo	negemo
640995569972980990	neutral	Unpopular opinion:  Harper is right to think Nats fans ditching in the 7th inning was brutal.  No sure he was right to say it though.	4.00	4.00
640996620939709950	negative	Sorry, Harper, but for once just take the blame. Nats' blew the game.  https://t.co/cQLmq9CofS	0.00	11.11
640996918005492990	neutral	Not Available	0.00	0.00
640998594917568000	positive	@JohnC1908 I pretty sure none of those fans regret not being there to see Harper strike out in the 9th on a pitch in the dirt.	7.69	3.85
641001036178685060	negative	@Lawson890 @AdamRubinESPN @msimonespn @ynscspds Goldschimdt? for leading a last place team? Harper? may not even make the playoffs lol	5.26	0.00
641005911071431940	positive	I don't much like Harper but he is right to do this. https://t.co/CpgYEqFDzm	0.00	0.00
641007605243091970	positive	Sherman or Harper: Who knows the strike zone better? My column: https://t.co/sTzFrXNXIN	6.25	0.00
641007608548192000	negative	What a tool @Joelsherman1 is once again - Fans leaving in the 7th inning in Washington today is brutal.Period. No reason to go after Harper.	0.00	4.00
641009874965430020	neutral	Harper's Worst Offense against Refugees may be Climate Record as rising temperatures add to chaos in the Middle East http://t.co/FqypEHSLKt	0.00	8.33
641014390670630020	negative	But hey, if you're mad at Harper, go to the game tomorrow and tell him how you feel for all 9 innings	0.00	4.55
641020452828221060	negative	Not Available	0.00	0.00
641026319120210940	neutral	@AdamRubinESPN Harvey thanks you for this scene Harper. Takes the attention off him to pitch tomorrow lol.	11.76	0.00
641026616601260030	neutral	I stand with Harper on this. You shouldn't be leaving in the 7th on what essentially is a playoff game. It's not like the game went	0.00	0.00
641034645581241980	neutral	There's only one Minister in Harper's pantheon, and he's 100% Prime... (May contain Antibiotics, HGH, GMO...) https://t.co/8zE5Va8HiX	0.00	0.00
641038927491677950	positive	Not Available	0.00	0.00
641045231434120960	neutral	Not Available	0.00	0.00
641047894888443010	negative	Not Available	0.00	0.00
641050223104667010	neutral	yeah, Harper went 0-3 tonight. that doesn't mean he doesn't have every right to call out every single fake nats fan that left in the 7th	0.00	3.70
641065086799474050	negative	Choosing to read the transcript of the interview Mansbridge did with Harper due to the extreme 2nd hand embarrassment I'm bound to endure	0.00	4.35
641067571551334020	negative	@bruceanderson I feel it is 2nd rate. Mansbridge doesn't point out when Harper's not answering the question. Debaters would do that.	0.00	0.00
641068714754998020	neutral	Watch Harper's toupee suddenly look alot cheaper Oct 20 when our taxes are no longer paying for it. #elexn42	0.00	0.00
641069315119312000	positive	@BrianRoastbeef if you're interested... Mansbridge's Harper interview. Justin tomorrow, Mulcair Wednesday. http://t.co/hUJjpAgMZd	6.25	0.00
641083151708761980	positive	C'mon... It's pretty hard to form the Harper govt without Harper!!! Wait... maybe they have another Harper...  https://t.co/VomvlAJAOT	4.35	0.00
641087425314336000	neutral	Now that he's in 3rd place in polls, Harper unveils inspiring new slogan: "I'm not perfect." Circling the drain time. #elxn42 #cdnpoli	9.09	0.00
641093553070845060	neutral	Harper,s high standards for candidate selection, Dauphin Swan River MP running for the 3rd time un nominated, stamped by Harper	0.00	0.00
641107168507202940	negative	@newbsradio let's go easy on the pigs. I just can't stand the sight of Harper. It's the 21st century...can't we teach robots to love?	8.00	0.00
641107786022173950	negative	@CBCPolitics Harper the CPC are going to become a 3rd place party because of your reckless leadership #stopharper #cdnpoli #elxn42	5.00	0.00
641121365567762050	neutral	Not Available	0.00	0.00
641130593238035970	positive	David Wright is a beast and Harper needs to come to Philly we will stay till the 9th if you play for us. @Bharper3407	4.17	0.00
641149812671314940	neutral	@GUBLERNATION "Harper" looks tired. Do you ever sleep? Then again, I should be too. I have to get up early tomorrow.	0.00	0.00
641151018068126980	negative	Harper, you may not think Justin's ready, but urine over your head.	8.33	0.00
641190589380300030	negative	News in the #DMV: Commuters face "Terrible Traffic Tuesday"; 6 shot, 1 fatally, in 2 DC shootings; Hot, 93; Nats lose, Harper calls out fans	0.00	12.00
641212471915773060	negative	@NEWS957 Harper &amp; cabal insult the intelligence of Canadians on a daily basis. Tired of all the lies &amp; spin. Roll on Oct 19th! #auditthisPOS	4.00	8.00
641240258240232960	negative	Of many single issue reasons to reject Harper. This is one. Imagine the cost of removing all that concrete. #elxn42  https://t.co/hTwpHozGOT	0.00	4.00
641253583204297980	negative	Does Harper even realize there in 3rd place! Talk about burying you head in the sand... Stay the course... Of lies and deceit! #cdnpoli	0.00	4.17
641266085854060030	neutral	@jenditchburn It's happened. Harper may try again. What said last night won't matter, it's cling 2 power by whatever means or pogey. #elxn42	0.00	0.00
641271636247870980	neutral	@jenditchburn Harper's a 1 trick pony.  Throwing $ from a helicopter doesn't make up for clear lack of CPC vision.  3rd place &amp; dropping.	0.00	4.35
641276694670765950	neutral	New CPC ad: Harper may not be perfect, respectful, reliable, accountable, truthful, but... wait where were we going with this?  #elxn42	14.29	0.00
641281404328775040	neutral	Harper will be history after Oct 19. His Calgary riding voters should keep it in mind. If he will not be around... http://t.co/cRjmDC67og	0.00	0.00
641288139340935040	negative	@CBCNews Trudeau may do better if he attacked the NDP, no need to waste time on Harper the Media is 24/7 with the anti Harper narrative	3.70	3.70
641290245141458050	neutral	@WrightHFX @NDP_HQ you may have principles but lack reality. Liberal far out perform Harper &amp; Mulroney's record. too bad	0.00	5.00
641297615980596990	negative	New election laws crreated by cpc makes it difficult to vote against Harper Even w/ 70% of voters against Harper, he may still win #fixed	4.00	4.00
641301839103847940	negative	so Harper is blaming Del Mar racing another meet for the summer meet's struggle.  Never change California racing.	0.00	11.11
641303973845159040	neutral	@lynn_carleton The consortium too. I wanted Harper's hand to be forced &amp; w/ 3rd in polls, he'd have no choice. Mulcair let him off the hook.	0.00	0.00
641305324524178940	neutral	Harper spoke Tuesday on how the Cons will balance their security concerns with more refugees into Canada. Instigating hate #cdnpoli	5.00	5.00
641308568516472060	negative	CPC polling 3rd. Hate polls but I want to believe this. As individual CPC candidates come to realize that Harper is drag to them, Distnce?	0.00	4.00
641311972814920960	neutral	Not Available	0.00	0.00
641316113247300990	negative	@picardonhealth @jdvorkin Yellow journalism.  But you know?  This may be Harper's Waterloo	0.00	0.00
641317446809452030	negative	Harper's NEW AD I am WHO i am not perfect but depend on me for economy  Harper slip sliding down the polls-3rd We KNOW WHO YOU ARE scares US	3.33	3.33
641317600023179010	neutral	Super Girls:Dillion Harper gets kinky with April ONeil in saphic massage http://t.co/xZe9xT1oJw  #BigTits http://t.co/qCIfIvvopR	4.35	0.00
641322432456969980	negative	Anyone in Niagara tomorrow should note that Harper will be in Welland. The sulfuric smell won't be coming from the Netherby tunnel for once.	0.00	0.00
641336067828878980	neutral	@AdamRubinESPN I'm happy to see the #Nats sat Zimmerman over Harper...Harvey owns Harper #Mets	6.67	0.00
641355778343828990	negative	@Shauncore he could, but Harper has been a freak all year, and Votto's 1st half wasn't amazing.	5.88	5.88
641370654168752000	negative	@MikeWAiken at any rate Harper is sinking fast he is talking resignation after 19 Oct.	0.00	6.67
641371757161644030	neutral	Mulcair, Harper and Trudeau still in close race after campaign's 1st phase. Leaders considering time-sharing the country.	5.56	0.00
641388038115979010	neutral	Harper may be right, it's pretty empty in Nationals park tonight. #Nats  #Mets	7.69	7.69
641397360447197060	positive	Bryce Harper is 0-18 against Matt Harvey. Harper will lead off the 3rd inning against Harvey. http://t.co/AdEeLdzeoJ	0.00	0.00
641403924377899010	neutral	Michael Den Tandt: Harper says he is who he is, take him or leave him. That may not be enough - http://t.co/XyLJ7qAGYV	0.00	0.00
641405493223795970	neutral	Due up for #Nats in the bottom of the 5th:  Werth (0-2, .225)  Rendon (2-2, .268)  Harper (0-2, .334)	0.00	0.00
641408835064864000	neutral	@ThomasMulcair Thomas, you must use this against Harper even if it did come from Ignatieff.  http://t.co/9dlTXt8Fy5	0.00	0.00
641424242379239040	positive	Not Available	0.00	0.00
641424442019708030	negative	Not Available	0.00	0.00
641425903755640060	positive	Big spot for Harper now in the 7th to impress the fans left in the park	6.25	0.00
641426519064210940	negative	Shame all the fans that stuck around to see a six run lead blown and Harper make an out for the 8th time in two games. #Nationals	0.00	3.70
641426565151239940	negative	Not Available	0.00	0.00
641432412040364030	neutral	@dcsportsbog Harper misspoke yesterday. The brutality in the 7th was on the field. Same as tonight. #nats	0.00	5.88
641432981916228990	positive	@maryb889 Still have the 9th &amp; top of order!  Harper walkoff homer!	0.00	0.00
641434130727705980	positive	OK, last chance for the #Nats. It's Werth, Rendon, Harper vs. Familia in 9th, down 8-7.	5.88	0.00
641434709948530050	positive	Werth, Rendon, and Harper due up in the bottom of the 9th, #Nats trail Mets 8-7.	0.00	0.00
641434958691716990	positive	I hope all the fans stayed into the 9th to watch Harper go 0-5. #nats	6.25	0.00
641435452847844990	neutral	He's bunting!? That leaves 1st open to walk Harper and set up the DP	0.00	0.00
641436233089031940	positive	#Nats Rendon bunts but Werth is erased at 2nd. Runner on 1st with 1 out.  Harper at bat...	0.00	0.00
641436951090827010	neutral	Harper walks. #Nats now have two men on with one out. Escobar will bat next. Still 8-7 Mets in the bottom of the 9th.	0.00	0.00
641437332118350980	negative	@TedStarkey even a successful bunt puts us right they are now 1st and 2nd 1 out after the IBB to Harper. So dumb.	4.35	4.35
641439622606797950	neutral	Looks like Harper left in the 7th two days ago.  #Nats  #Splatitude #FireMattWilliams	0.00	0.00
641440436003949950	neutral	Harper upset with fans  http://t.co/29S9C9Suk6  When @Bharper3407 runs out every routine grounder to 2nd then he can complain about the fans	0.00	7.14
641445679471197950	negative	@KennyHerzog In this series the Nationals may have lost the division and Harper may have lost the MVP.	0.00	11.11
641447468945772030	negative	@TarekFatah Mulcair, Trudeau and May are all weaklings just like Harper. Mulcair must dubious and dangerous of bunch. Apologist for Isis.	0.00	4.76
641449407137709950	neutral	Not Available	0.00	0.00
641457583526690050	positive	@KoryCPC telling why you should trust Harper. Worth the 10 min. to listen. Not after eating, though.#cdnpoli http://t.co/zG540pZvIU #cdnpoli	4.17	0.00
641459806491025020	negative	@alexboutilier @acoyne @RobertFife  Harper will be at 20% or less on Oct 19.Jenni Byrne is merely a symptom of the problem #cdnpoli #onpoli	0.00	4.17
641480671454720000	neutral	Do #mets walk Harper if rendon gets bunt down?  Is Matt Williams under the weather? Pap in 8th facing bottom of order? Left storen out 2 dry	0.00	0.00
641547994064523010	negative	Armed with the tools of power &amp; intimidation Harper is trying to steal our country.  On October 19th, armed with pencils LET'S TAKE IT BACK.	0.00	8.00
641557918593208060	negative	Harper:NDP or Liberal Govt possible Harper's spirit broken tired of so Much Hate against him of his own making Given up the ghost Peace MON	3.85	3.85
641582047132295040	positive	@SouthpawSlinger @jonmorosi @FOXSports @FS1 But he's certainly been the 1st or 2nd best player in the NL overall, Harper and Kershaw better.	13.64	0.00
641587559580216960	neutral	Harper doesn't want to see you leave unless you're stretchered off. #brutal  https://t.co/EKEi9TOC4A	0.00	5.88
641599434263003010	positive	@RedPorchReport Harper putting up historic numbers. Thus far it's been a series to forget at the plate, but, again, he didn't pitch the 7th.	0.00	0.00
641600711482936960	neutral	@SBNationMLB @SBNation The idea that the Mets would have walked Harper if it was 1st/2nd no outs in lunacy.	0.00	0.00
641607717854027010	positive	@EvanLSolomon Harper gets first chance, most seats won get 2nd chance. Easy. Harper does not play well with others, ask Danny Williams.	18.18	0.00
641608752588803970	positive	@ian_wayne @P_Wog   Keep focus on Harper&amp; all these good things will be added unto you May the best man who wins the heart of Canadians	10.71	0.00
641610008015282050	negative	@Bootyclapthundr Force out at 2nd was the first out, then the walk to Harper, then DP.  Yea terrible managing.	0.00	5.26
641616633060985980	negative	@albertarabbit journey to ISIS. Harper is a dangerous man. For all our sake I hope he goes. Ours is early Nov but I can vote during ++	3.85	3.85
641635055106822020	neutral	I wonder if this kind of heckling will happen tomorrow when Harper holds events in #PEI? What say you, Islanders? https://t.co/NFmWtWuNJh	0.00	0.00
641635135000080000	neutral	Does anyone know where Harper will be appearing tomorrow on #PEI?  #Charlottetown?  #Summerside? The coward is keeping it secret again.	0.00	0.00
